region_id,Persons_Total_Has_need_for_assistance,Persons_Total_Does_not_have_need_for_assistance,Persons_Total_Need_for_assistance_not_stated,Persons_Total_Total
5114530,24,607,29,660
5114531,0,0,0,0
5114601,0,304,21,325
5114602,3,200,18,221
5114603,24,290,20,334
5114604,21,518,45,584
5114605,12,512,47,571
5114606,222,475,31,728
5114607,3,292,3,298
5114608,10,355,54,419
5114609,17,228,41,286
5114610,10,424,21,455
5114611,3,238,15,256
5114612,13,472,25,510
5114613,62,459,53,574
5114614,53,407,16,476
5114615,15,337,14,366
5114616,7,311,31,349
5114617,27,533,40,600
5114618,9,297,12,318
5114619,13,210,0,223
5114620,21,307,21,349
5114621,12,555,28,595
5114622,12,264,7,283
5114623,4,294,6,304
5114624,3,282,21,306
5114625,6,262,3,271
5114626,0,330,28,358
5114627,12,352,60,424
5114628,0,0,0,0
5114629,0,193,3,196
5114630,0,0,0,0
5114701,9,369,122,500
5114702,6,434,88,528
5114703,14,458,76,548
5114704,6,358,25,389
5114705,3,381,6,390
5114706,101,480,23,604
5114707,3,288,21,312
5114708,12,465,12,489
5114709,9,201,12,222
5114710,18,550,19,587
5114711,3,319,15,337
5114712,6,463,18,487
5114713,3,411,23,437
5114714,9,404,30,443
5114715,3,323,28,354
5114716,0,382,13,395
5114717,0,395,35,430
5114718,3,448,11,462
5114719,6,197,29,232
5114720,12,532,71,615
5114721,0,0,0,0
5114722,3,444,52,499
5114723,0,213,24,237
5114724,9,308,15,332
5114725,42,294,21,357
5114726,15,628,56,699
5114727,8,444,20,472
5114728,13,424,49,486
5114729,10,302,71,383
5114730,6,368,9,383
5114731,7,218,21,246
5114732,13,401,17,431
5114733,3,237,21,261
5114734,0,290,6,296
5114735,10,250,20,280
5114736,6,493,26,525
5114737,0,351,41,392
5114738,0,0,0,0
5114739,4,201,10,215
5114740,17,291,11,319
5114741,3,226,6,235
5114742,3,360,17,380
5114743,10,213,10,233
5114801,18,2104,111,2233
5114802,19,1805,93,1917
5114803,7,540,12,559
5114804,18,944,65,1027
5114805,15,1090,25,1130
5114806,4,685,38,727
5114807,9,263,11,283
5114808,9,534,21,564
5114809,18,619,27,664
5114810,12,485,6,503
5114811,3,590,23,616
5114812,12,351,18,381
5114813,3,322,4,329
5114814,3,268,13,284
5114815,0,313,12,325
5114816,11,631,39,681
5114817,9,466,18,493
5114818,3,522,18,543
5114819,7,522,33,562
5114820,7,340,24,371
5114901,8,245,22,275
5114902,0,85,6,91
5114903,12,377,24,413
5114904,6,439,21,466
5114905,0,330,13,343
5114906,10,461,19,490
5114907,13,249,27,289
5114908,6,407,32,445
5114909,18,432,35,485
5114910,18,578,28,624
5114911,6,458,11,475
5114912,9,350,13,372
5114913,18,419,15,452
5114914,4,429,25,458
5114915,4,272,6,282
5115001,0,17,0,17
5115101,0,0,0,0
5115201,23,653,40,716
5115202,24,422,15,461
5115203,6,284,15,305
5115204,13,453,19,485
5115205,11,398,34,443
5115206,13,402,30,445
5115207,21,558,28,607
5115208,6,253,18,277
5115209,15,501,27,543
5115210,14,166,15,195
5115211,18,566,18,602
5115212,18,653,16,687
5115213,14,274,24,312
5115214,15,315,24,354
5115215,21,406,12,439
5115216,6,634,24,664
5115301,21,418,4,443
5115302,6,268,6,280
5115303,6,436,19,461
5115304,12,290,9,311
5115305,12,293,15,320
5115306,27,478,15,520
5115307,21,296,50,367
5115308,12,365,32,409
5115309,23,285,21,329
5115310,18,291,28,337
5115311,9,267,24,300
5115312,3,396,15,414
5115313,0,259,4,263
5115314,15,249,18,282
5115315,21,369,24,414
5115316,12,353,12,377
5115317,12,380,27,419
5115318,64,451,27,542
5115319,12,430,6,448
5115320,23,451,33,507
5115401,16,328,11,355
5115402,29,337,33,399
5115403,21,407,19,447
5115404,30,553,28,611
5115405,18,296,27,341
5115406,99,214,18,331
5115407,28,480,46,554
5115408,27,447,22,496
5115409,33,331,20,384
5115410,37,529,35,601
5115411,34,462,51,547
5115412,42,541,59,642
5115413,37,537,18,592
5115414,14,445,53,512
5115415,26,345,23,394
5115416,28,416,29,473
5115417,12,246,27,285
5115418,27,327,9,363
5115419,11,269,30,310
5115420,52,504,38,594
5115421,28,569,32,629
5115501,0,15,0,15
5115601,0,523,40,563
5115602,14,271,17,302
5115603,0,0,0,0
5115604,18,220,6,244
5115605,7,246,0,253
5115606,3,254,18,275
5115607,10,558,11,579
5115608,0,284,21,305
5115701,0,188,31,219
5115801,3,148,9,160
5115802,0,345,45,390
5115803,0,31,0,31
5115901,15,322,7,344
5115902,11,310,5,326
5115903,0,235,0,235
5115904,8,449,10,467
5115905,6,358,25,389
5115906,63,405,26,494
5115907,18,386,29,433
5115908,25,435,20,480
5115909,6,422,35,463
5115910,21,472,25,518
5115911,22,432,25,479
5115912,21,638,39,698
5115913,24,301,7,332
5115914,6,320,12,338
5115915,0,315,10,325
5115916,27,581,21,629
5115917,15,334,14,363
5115918,9,456,18,483
5115919,21,637,18,676
5115920,9,514,16,539
5115921,5,388,6,399
5115922,9,280,10,299
5115923,8,337,3,348
5115924,18,499,9,526
5115925,35,398,17,450
5116001,16,423,27,466
5116002,33,471,24,528
5116003,7,212,13,232
5116004,27,377,18,422
5116005,18,301,20,339
5116006,12,303,9,324
5116007,27,326,27,380
5116008,14,223,15,252
5116009,6,413,19,438
5116010,15,401,25,441
5116011,31,538,21,590
5116012,10,246,7,263
5116013,22,473,16,511
5116014,64,311,7,382
5116015,25,291,9,325
5116016,23,315,24,362
5116017,26,360,18,404
5116018,22,287,20,329
5116019,15,318,24,357
5116020,21,493,22,536
5116021,6,205,21,232
5116022,30,306,24,360
5116023,130,457,39,626
5116101,8,199,12,219
5116102,9,435,12,456
5116103,9,369,7,385
5116104,12,1051,36,1099
5116105,9,359,11,379
5116106,4,321,13,338
5116107,3,226,10,239
5116108,12,515,38,565
5116109,12,619,46,677
5116110,3,390,23,416
5116111,21,1066,81,1168
5116112,0,171,21,192
5116113,7,706,70,783
5116114,3,305,49,357
5116115,6,491,24,521
5116116,7,402,22,431
5116117,9,481,7,497
5116118,12,285,0,297
5116119,9,327,18,354
5116120,98,473,46,617
5116121,9,434,12,455
5116122,18,470,21,509
5116201,3,165,6,174
5116202,27,351,19,397
5116301,3,212,12,227
5116302,20,648,75,743
5116303,7,560,42,609
5116304,0,0,0,0
5116305,3,356,31,390
5116306,3,211,18,232
5116307,15,461,34,510
5116308,6,287,3,296
5116309,17,467,27,511
5116310,7,249,22,278
5116311,24,553,29,606
5116312,9,323,14,346
5116313,5,304,24,333
5116314,20,453,10,483
5116315,4,233,14,251
5116316,9,420,50,479
5116317,13,449,51,513
5116318,3,280,26,309
5116401,3,342,24,369
5116402,6,315,4,325
5116403,3,253,9,265
5116404,9,293,10,312
5116405,3,323,18,344
5116406,9,374,12,395
5116407,16,365,41,422
5116408,15,447,25,487
5116409,6,477,37,520
5116410,41,565,39,645
5116411,0,308,39,347
5116412,12,344,34,390
5116413,13,326,25,364
5116414,60,395,9,464
5116415,8,366,16,390
5116416,21,518,12,551
5116417,6,320,10,336
5116501,0,0,0,0
5116502,30,567,34,631
5116503,4,580,51,635
5116504,10,517,43,570
5116505,10,357,42,409
5116506,46,258,39,343
5116507,24,519,15,558
5116508,13,279,32,324
5116509,20,527,33,580
5116510,15,344,58,417
5116511,8,378,23,409
5116512,0,274,21,295
5116513,15,378,80,473
5116514,8,302,13,323
5116515,27,573,24,624
5116516,29,464,35,528
5116517,22,590,27,639
5116518,23,439,12,474
5116519,55,396,86,537
5116520,21,294,37,352
5116521,7,322,11,340
5116522,22,480,29,531
5116523,16,222,23,261
5116524,6,180,32,218
5116525,0,108,9,117
5116526,15,484,26,525
5116527,13,361,10,384
5116528,70,463,47,580
5116529,12,219,25,256
5116530,13,337,7,357
5116531,3,200,8,211
5116532,10,286,40,336
5116601,0,26,0,26
5116602,6,278,24,308
5116603,9,187,18,214
5116604,42,342,43,427
5116605,18,452,9,479
5116606,0,0,0,0
5116607,29,417,37,483
5116608,20,581,23,624
5116609,15,457,41,513
5116610,27,534,46,607
5116611,9,319,25,353
5116612,12,356,21,389
5116613,22,485,37,544
5116614,23,359,9,391
5116615,24,256,6,286
5116616,9,275,12,296
5116617,16,364,3,383
5116618,18,328,9,355
5116619,151,259,16,426
5116620,16,281,27,324
5116621,6,187,3,196
5116622,24,313,21,358
5116623,9,302,26,337
5116624,12,334,23,369
5116625,39,487,25,551
5116626,22,335,16,373
5116627,0,103,0,103
5116628,28,484,29,541
5116629,9,227,22,258
5116630,26,262,25,313
5116631,7,270,9,286
5116632,15,307,9,331
5116633,23,421,12,456
5116634,26,669,31,726
5116635,30,464,48,542
5116636,9,271,9,289
5116701,0,6,0,6
5116702,0,0,0,0
5116801,13,299,12,324
5116802,6,52,6,64
5116803,0,188,3,191
5116804,18,202,38,258
5116805,12,272,15,299
5116901,28,1119,83,1230
5116902,14,456,38,508
5116903,0,0,0,0
5116904,3,328,7,338
5116905,3,211,16,230
5116906,0,0,0,0
5116907,13,442,51,506
5116908,17,532,8,557
5116909,10,523,35,568
5116910,15,476,32,523
5116911,23,938,49,1010
5116912,6,498,32,536
5116913,9,375,41,425
5116914,6,524,33,563
5116915,18,757,54,829
5117001,16,546,53,615
5117002,0,0,0,0
5117003,138,452,80,670
5117004,26,299,33,358
5117005,19,271,60,350
5117006,26,452,71,549
5117007,12,247,22,281
5117008,29,429,76,534
5117009,8,485,86,579
5117010,12,322,43,377
5117011,12,279,55,346
5117012,12,383,34,429
5117013,6,389,23,418
5117014,14,508,70,592
5117015,33,511,64,608
5117016,29,554,73,656
5117017,0,6,0,6
5117101,15,505,16,536
5117102,0,0,571,571
5117103,21,430,30,481
5117104,12,313,24,349
5117201,0,0,0,0
5117202,0,93,13,106
5117301,3,11,0,14
5117401,18,262,18,298
5117402,12,209,62,283
5117403,0,21,0,21
5117404,8,293,39,340
5117405,0,0,0,0
5117406,5,518,18,541
5117407,12,212,44,268
5117408,14,204,36,254
5117409,9,227,6,242
5117410,15,415,28,458
5117411,28,464,31,523
5117412,15,394,40,449
5117413,13,499,18,530
5117414,34,614,37,685
5117415,14,308,28,350
5117416,8,258,14,280
5117417,12,315,33,360
5117418,17,517,29,563
5117419,17,228,6,251
5117420,25,588,16,629
5117421,20,260,15,295
5117422,30,590,36,656
5117423,26,511,64,601
5117424,24,307,44,375
5117425,20,311,39,370
5117426,21,322,62,405
5117427,18,269,59,346
5117428,27,427,34,488
5117501,9,293,74,376
5117502,12,402,39,453
5117503,18,434,84,536
5117504,15,543,13,571
5117505,8,387,19,414
5117506,12,299,13,324
5117507,7,303,59,369
5117508,4,474,28,506
5117509,9,422,42,473
5117510,15,421,18,454
5117511,15,440,31,486
5117512,9,345,21,375
5117513,13,294,23,330
5117514,8,414,32,454
5117515,4,414,35,453
5117516,13,496,24,533
5117517,14,473,42,529
5117518,12,469,56,537
5117519,3,329,8,340
5117520,21,487,15,523
5117521,9,351,24,384
5117522,3,309,12,324
5117523,0,538,24,562
5117524,6,300,16,322
5117601,15,373,22,410
5117602,61,351,25,437
5117603,9,457,18,484
5117604,9,305,16,330
5117605,9,228,3,240
5117606,6,479,4,489
5117607,17,543,12,572
5117608,6,260,0,266
5117609,9,493,12,514
5117701,9,309,16,334
5117702,9,427,9,445
5117703,96,388,18,502
5117704,12,370,3,385
5117705,12,338,9,359
5117706,18,353,7,378
5117707,18,337,28,383
5117708,17,416,35,468
5117709,15,384,36,435
5117710,6,361,25,392
5117711,0,281,46,327
5117712,12,314,30,356
5117713,18,634,31,683
5117714,12,263,17,292
5117715,69,349,14,432
5117716,4,405,7,416
5117717,13,452,29,494
5117718,14,475,18,507
5117719,34,460,25,519
5117720,23,409,15,447
5117721,7,420,28,455
5117722,9,230,3,242
5117723,34,290,47,371
5117724,13,442,20,475
5117725,12,399,29,440
5117726,11,357,15,383
5117727,12,403,30,445
5117728,26,603,38,667
5117729,21,324,24,369
5117730,18,521,23,562
5117801,12,542,19,573
5117802,15,417,46,478
5117803,15,258,14,287
5117804,15,415,19,449
5117805,16,469,15,500
5117806,13,411,39,463
5117807,34,521,21,576
5117808,9,363,20,392
5117809,18,513,29,560
5117810,15,373,9,397
5117811,5,458,13,476
5117812,15,473,15,503
5117813,14,442,31,487
5117814,6,262,13,281
5117815,96,608,42,746
5117816,4,282,21,307
5117817,37,363,20,420
5117818,7,357,13,377
5117819,6,236,7,249
5117820,15,468,23,506
5117821,13,274,0,287
5117822,20,412,11,443
5117823,17,394,22,433
5117824,13,385,3,401
5117825,11,359,24,394
5117826,10,576,35,621
5117827,8,637,68,713
5117828,0,190,12,202
5117829,7,444,27,478
5117830,24,340,19,383
5117831,11,440,21,472
5117901,4,241,6,251
5117902,11,384,5,400
5117903,8,485,10,503
5117904,42,177,0,219
5117905,3,549,16,568
5117906,6,355,15,376
5117907,135,208,18,361
5117908,16,413,19,448
5117909,5,346,0,351
5117910,3,420,9,432
5117911,64,424,0,488
5117912,20,612,15,647
5117913,18,499,21,538
5117914,3,388,22,413
5117915,0,318,15,333
5117916,12,539,21,572
5117917,12,602,20,634
5118001,7,283,0,290
5118002,0,294,5,299
5118003,12,407,10,429
5118004,6,285,0,291
5118005,6,252,9,267
5118006,11,458,12,481
5118007,6,303,6,315
5118008,10,485,18,513
5118009,5,343,6,354
5118010,9,266,3,278
5118011,6,362,15,383
5118012,9,515,18,542
5118013,6,306,0,312
5118014,0,296,7,303
5118015,18,540,15,573
5118016,12,419,12,443
5118017,9,438,15,462
5118018,3,203,13,219
5118019,9,352,3,364
5118020,11,572,9,592
5118021,6,488,8,502
5118022,0,341,11,352
5118023,6,210,7,223
5118024,3,241,3,247
5118025,3,180,9,192
5118026,0,0,0,0
5118027,6,226,0,232
5118028,0,283,9,292
5118029,3,533,4,540
5118030,6,239,6,251
5118031,3,244,15,262
5118032,3,270,3,276
5118101,16,326,16,358
5118102,14,409,18,441
5118103,7,392,8,407
5118104,13,464,23,500
5118105,13,382,15,410
5118106,16,425,12,453
5118107,14,534,8,556
5118108,15,417,12,444
5118109,6,422,33,461
5118110,15,392,15,422
5118111,18,542,39,599
5118112,10,543,41,594
5118113,10,528,24,562
5118114,3,415,10,428
5118115,6,407,10,423
5118116,14,470,15,499
5118117,3,222,4,229
5118118,15,567,21,603
5118119,83,449,31,563
5118120,21,585,19,625
5118121,10,486,27,523
5118122,12,421,30,463
5118123,5,442,25,472
5118124,22,572,15,609
5118125,15,605,12,632
5118126,12,473,27,512
5118127,75,167,7,249
5118128,9,299,9,317
5118129,10,401,16,427
5118130,16,578,39,633
5118131,12,573,14,599
5118132,12,432,11,455
5118201,7,522,9,538
5118202,16,460,10,486
5118203,6,206,4,216
5118204,15,373,15,403
5118205,10,293,4,307
5118206,18,390,18,426
5118207,9,384,12,405
5118208,6,371,27,404
5118209,9,395,19,423
5118210,16,532,10,558
5118211,6,203,17,226
5118212,4,383,35,422
5118213,117,807,86,1010
5118214,9,417,18,444
5118215,12,247,14,273
5118216,7,316,9,332
5118217,12,393,15,420
5118218,13,375,5,393
5118219,9,304,0,313
5118220,9,360,6,375
5118221,12,525,7,544
5118222,12,329,18,359
5118223,6,494,39,539
5118224,9,644,15,668
5118225,3,307,6,316
5118226,9,270,15,294
5118227,6,601,0,607
5118228,4,383,9,396
5118301,29,399,6,434
5118302,52,567,13,632
5118303,13,363,8,384
5118304,9,419,15,443
5118305,12,343,22,377
5118306,33,522,55,610
5118307,33,256,54,343
5118308,46,548,56,650
5118309,19,347,25,391
5118310,44,419,43,506
5118401,4,291,7,302
5118402,6,261,6,273
5118403,10,492,10,512
5118404,6,402,4,412
5118405,0,248,7,255
5118406,9,285,4,298
5118407,0,0,0,0
5118408,9,297,15,321
5118409,12,514,12,538
5118410,7,504,3,514
5118411,18,359,19,396
5118412,3,224,0,227
5118413,5,314,15,334
5118414,14,361,3,378
5118415,3,265,6,274
5118416,0,263,3,266
5118417,9,289,6,304
5118418,8,578,6,592
5118501,0,0,0,0
5118502,24,1289,31,1344
5118503,15,627,43,685
5118504,9,1125,28,1162
5118505,9,1322,49,1380
5118506,6,324,19,349
5118507,9,241,6,256
5118508,7,227,14,248
5118509,16,347,29,392
5118510,18,344,12,374
5118511,9,583,47,639
5118512,6,331,6,343
5118513,9,298,35,342
5118514,6,270,7,283
5118515,18,911,52,981
5118516,6,255,24,285
5118517,21,546,15,582
5118518,4,281,11,296
5118519,3,401,9,413
5118520,3,352,25,380
5118521,9,554,22,585
5118522,16,1120,44,1180
5118523,25,1359,79,1463
5118524,30,2120,82,2232
5118525,10,379,17,406
5118601,22,325,9,356
5118602,22,514,33,569
5118603,27,349,28,404
5118604,81,425,45,551
5118605,27,517,43,587
5118606,21,362,12,395
5118607,0,267,17,284
5118608,14,237,9,260
5118609,64,485,23,572
5118610,21,417,15,453
5118611,9,315,27,351
5118612,20,299,17,336
5118613,12,294,22,328
5118614,24,220,13,257
5118615,19,267,35,321
5118616,45,431,33,509
5118617,15,409,9,433
5118618,29,265,5,299
5118619,21,303,19,343
5118620,22,443,40,505
5118621,22,451,22,495
5118701,10,240,32,282
5118702,6,272,3,281
5118703,18,365,50,433
5118704,8,511,35,554
5118705,11,417,49,477
5118706,10,199,46,255
5118707,12,563,19,594
5118708,6,299,16,321
5118709,7,470,36,513
5118710,9,396,18,423
5118711,11,426,20,457
5118712,21,607,102,730
5118713,15,474,24,513
5118714,13,400,9,422
5118715,18,398,41,457
5118716,12,318,12,342
5118717,9,446,24,479
5118718,74,381,103,558
5118719,18,474,36,528
5118720,4,393,17,414
5118721,16,812,41,869
5118722,0,0,0,0
5118723,0,63,12,75
5118724,3,19,0,22
5118725,10,300,35,345
5118726,15,348,42,405
5118727,9,273,20,302
5118728,7,281,36,324
5118729,6,305,46,357
5118730,12,328,26,366
5118731,12,272,36,320
5118732,13,440,34,487
5118733,12,621,36,669
5118734,19,482,16,517
5118801,0,0,0,0
5118802,9,254,9,272
5118803,9,255,60,324
5118804,35,444,7,486
5118805,102,349,16,467
5118806,54,197,19,270
5118807,18,490,35,543
5118808,38,606,45,689
5118809,15,263,9,287
5118810,21,556,41,618
5118811,48,518,72,638
5118812,8,284,31,323
5118813,27,375,15,417
5118814,36,503,30,569
5118815,62,386,29,477
5118816,55,449,19,523
5118817,0,0,0,0
5118818,40,468,52,560
5118819,0,431,80,511
5118820,11,241,10,262
5118821,19,534,80,633
5118822,29,377,40,446
5118823,9,98,6,113
5118824,27,332,11,370
5118825,14,684,23,721
5118826,22,401,52,475
5118827,18,355,33,406
5118828,8,426,9,443
5118829,29,578,88,695
5118830,25,363,24,412
5118831,22,436,22,480
5118832,15,327,35,377
5118833,3,36,0,39
5118834,18,319,24,361
5118835,6,583,25,614
5118901,0,15,0,15
5119001,28,386,32,446
5119002,24,427,32,483
5119003,21,424,18,463
5119004,23,366,29,418
5119005,15,272,3,290
5119006,15,301,10,326
5119007,21,493,25,539
5119008,38,505,29,572
5119009,18,382,29,429
5119010,10,382,6,398
5119011,25,484,10,519
5119012,26,347,48,421
5119013,30,372,28,430
5119014,9,322,21,352
5119015,9,458,12,479
5119016,9,191,9,209
5119017,12,431,39,482
5119018,8,307,24,339
5119019,15,353,10,378
5119020,6,293,9,308
5119021,20,343,32,395
5119022,10,302,15,327
5119023,164,260,16,440
5119024,15,257,18,290
5119025,12,435,15,462
5119026,32,968,49,1049
5119101,9,607,28,644
5119102,3,273,39,315
5119103,10,490,32,532
5119104,4,365,17,386
5119105,9,244,32,285
5119106,13,331,35,379
5119107,18,295,29,342
5119108,3,298,9,310
5119109,21,498,12,531
5119110,10,619,20,649
5119111,8,680,25,713
5119112,9,651,26,686
5119113,12,730,30,772
5119114,4,470,9,483
5119115,4,315,21,340
5119116,3,621,24,648
5119117,9,284,0,293
5119118,9,554,15,578
5119119,12,343,58,413
5119120,11,766,13,790
5119121,13,1160,46,1219
5119122,12,325,24,361
5119123,9,294,4,307
5119124,12,558,24,594
5119125,13,427,22,462
5119126,21,450,30,501
5119127,11,670,42,723
5119128,15,398,17,430
5119129,16,600,20,636
5119130,13,278,10,301
5119201,11,282,21,314
5119202,18,371,19,408
5119203,12,351,46,409
5119204,30,442,18,490
5119205,5,269,15,289
5119206,15,404,24,443
5119207,12,401,31,444
5119208,9,257,42,308
5119209,9,311,15,335
5119210,21,318,39,378
5119211,15,305,29,349
5119212,12,614,67,693
5119213,20,483,27,530
5119214,16,300,9,325
5119215,15,226,18,259
5119216,66,211,0,277
5119217,30,550,79,659
5119218,6,606,44,656
5119219,27,517,28,572
5119220,22,529,9,560
5119221,15,259,25,299
5119222,17,366,11,394
5119223,20,399,49,468
5119224,7,394,28,429
5119225,3,287,24,314
5119226,5,353,15,373
5119227,12,309,15,336
5119228,12,378,9,399
5119229,27,211,36,274
5119301,7,315,32,354
5119302,23,368,22,413
5119303,9,258,21,288
5119304,12,267,18,297
5119305,3,497,18,518
5119306,12,210,0,222
5119307,10,400,34,444
5119308,30,300,38,368
5119309,26,462,37,525
5119310,19,492,51,562
5119311,20,317,26,363
5119312,9,293,21,323
5119313,18,221,15,254
5119314,32,436,42,510
5119315,15,315,12,342
5119316,21,331,12,364
5119317,12,344,41,397
5119318,8,282,12,302
5119319,0,194,21,215
5119320,18,275,18,311
5119321,10,338,18,366
5119322,15,469,24,508
5119323,9,394,15,418
5119324,19,384,42,445
5119325,14,570,37,621
5119326,21,477,27,525
5119327,15,402,29,446
5119328,13,374,16,403
5119401,9,351,9,369
5119402,7,195,9,211
5119403,0,9,0,9
5119404,0,0,0,0
5119405,12,294,37,343
5119406,95,203,27,325
5119407,15,424,52,491
5119408,20,505,44,569
5119409,15,385,66,466
5119410,3,306,43,352
5119411,36,274,33,343
5119412,3,323,21,347
5119413,18,349,28,395
5119414,6,313,13,332
5119415,10,348,34,392
5119416,10,295,67,372
5119417,21,462,28,511
5119418,10,276,15,301
5119419,10,201,17,228
5119420,9,401,12,422
5119421,6,411,19,436
5119422,0,244,6,250
5119423,3,222,6,231
5119424,15,311,33,359
5119425,14,420,23,457
5119426,6,262,18,286
5119427,15,157,28,200
5119428,7,331,9,347
5119429,3,180,18,201
5119430,27,336,23,386
5119431,21,410,57,488
5119432,24,288,19,331
5119433,18,257,0,275
5119434,7,158,13,178
5119435,12,224,21,257
5119501,0,0,0,0
5119502,6,163,9,178
5119503,12,183,10,205
5119504,3,3,0,6
5119505,10,552,47,609
5119506,21,486,50,557
5119507,9,194,29,232
5119508,0,334,3,337
5119509,6,242,7,255
5119510,3,157,0,160
5119511,9,415,24,448
5119512,0,453,41,494
5119513,0,3,0,3
5119514,12,415,10,437
5119515,0,243,6,249
5119601,9,186,0,195
5119602,22,436,33,491
5119603,12,342,33,387
5119604,15,279,32,326
5119605,6,277,67,350
5119606,15,267,55,337
5119607,15,351,72,438
5119608,21,317,56,394
5119609,15,320,56,391
5119610,12,301,30,343
5119611,15,244,54,313
5119612,6,328,48,382
5119613,25,174,25,224
5119614,9,307,39,355
5119615,3,196,13,212
5119616,9,204,12,225
5119701,0,0,0,0
5119702,0,109,9,118
5119703,6,208,14,228
5119704,9,202,21,232
5119705,9,367,47,423
5119706,0,317,16,333
5119707,0,167,18,185
5119708,12,433,40,485
5119709,3,201,53,257
5119710,18,303,9,330
5119711,18,282,12,312
5119712,0,110,15,125
5119713,3,207,10,220
5119714,10,146,28,184
5119715,20,464,24,508
5119801,9,595,86,690
5119802,11,375,64,450
5119803,15,482,162,659
5119804,3,349,67,419
5119805,14,285,87,386
5119806,0,0,0,0
5119807,12,286,88,386
5119808,9,200,82,291
5119809,18,335,61,414
5119810,9,419,75,503
5119811,21,344,94,459
5119812,8,459,55,522
5119813,9,410,44,463
5119814,4,373,69,446
5119815,0,366,8,374
5119816,3,406,30,439
5119817,6,358,13,377
5119818,10,372,64,446
5119901,9,186,65,260
5119902,3,98,3,104
5119903,6,113,14,133
5119904,47,392,88,527
5119905,3,236,78,317
5119906,7,328,93,428
5119907,0,230,16,246
5119908,6,416,15,437
5119909,3,113,10,126
5119910,0,320,59,379
5119911,0,280,41,321
5119912,12,447,44,503
5119913,17,297,33,347
5119914,15,525,41,581
5119915,12,399,93,504
5119916,93,339,23,455
5119917,8,546,190,744
5119918,7,490,79,576
5119919,18,350,82,450
5119920,6,421,76,503
5119921,3,365,75,443
5119922,5,398,46,449
5119923,15,545,27,587
5119924,20,348,74,442
5119925,9,575,35,619
5119926,24,641,110,775
5119927,6,495,39,540
5119928,12,557,37,606
5119929,9,383,12,404
5119930,9,389,15,413
5119931,0,297,17,314
5119932,6,377,32,415
5120001,6,222,13,241
5120002,6,171,22,199
5120003,6,210,42,258
5120004,4,298,48,350
5120005,0,41,0,41
5120006,8,282,51,341
5120007,12,415,173,600
5120008,9,369,27,405
5120009,0,0,0,0
5120010,0,257,30,287
5120011,0,0,0,0
5120012,0,322,30,352
5120013,0,0,0,0
5120014,0,0,0,0
5120015,3,233,19,255
5120016,6,285,25,316
5120017,0,0,0,0
5120018,6,320,30,356
5120019,6,332,20,358
5120020,9,460,28,497
5120021,6,333,68,407
5120022,4,348,69,421
5120023,12,494,55,561
5120024,11,335,54,400
5120025,3,199,12,214
5120026,6,419,36,461
5120027,12,442,19,473
5120028,7,369,15,391
5120029,10,421,12,443
5120030,4,480,40,524
5120031,0,0,0,0
5120101,0,0,0,0
5120201,21,304,60,385
5120202,0,0,0,0
5120203,10,200,31,241
5120204,8,268,48,324
5120205,0,27,3,30
5120206,0,385,97,482
5120207,0,46,0,46
5120208,0,84,0,84
5120209,6,283,78,367
5120210,27,371,53,451
5120211,16,282,33,331
5120212,4,451,38,493
5120213,0,400,30,430
5120214,0,286,23,309
5120215,8,304,26,338
5120216,0,255,18,273
5120217,6,293,81,380
5120218,7,373,61,441
5120301,0,0,0,0
5120302,8,191,6,205
5120303,0,168,9,177
5120304,9,133,6,148
5120305,13,260,30,303
5120306,27,414,31,472
5120307,3,405,41,449
5120308,0,437,75,512
5120309,0,464,118,582
5120310,0,91,0,91
5120311,15,486,277,778
5120312,0,164,15,179
5120313,3,265,168,436
5120314,6,349,60,415
5120315,17,125,6,148
5120316,6,180,0,186
5120317,6,114,6,126
5120318,0,217,46,263
5120319,3,72,0,75
5120401,0,0,0,0
5120501,3,78,128,209
5120502,0,0,0,0
5120503,6,287,39,332
5120504,9,369,44,422
5120505,3,427,30,460
5120506,0,93,17,110
5120507,6,228,69,303
5120508,0,149,31,180
5120509,19,556,67,642
5120510,17,323,66,406
5120511,15,326,48,389
5120512,24,360,94,478
5120513,0,240,18,258
5120514,3,185,15,203
5120515,16,342,68,426
5120516,7,253,31,291
5120517,44,186,15,245
5120518,0,108,19,127
5120519,6,298,34,338
5120520,3,304,37,344
5120521,5,507,75,587
5120522,0,84,30,114
5120523,0,491,23,514
5120524,6,304,8,318
5120525,6,668,66,740
5120526,7,281,9,297
5120527,3,232,32,267
5120528,9,292,17,318
5120529,18,249,90,357
5120530,12,256,40,308
5120531,14,232,41,287
5120532,9,358,66,433
5120533,8,300,46,354
5120534,12,644,62,718
5120535,15,592,76,683
5120536,3,268,34,305
5120601,3,94,15,112
5120602,10,117,0,127
5120603,0,68,0,68
5120604,3,126,18,147
5120605,0,147,4,151
5120606,0,63,4,67
5120607,3,40,0,43
5120608,3,49,3,55
5120609,0,312,5,317
5120610,11,526,42,579
5120611,24,157,5,186
5120612,25,347,7,379
5120613,10,124,0,134
5120614,6,97,3,106
5120615,6,75,0,81
5120616,8,154,22,184
5120617,6,264,12,282
5120618,3,29,25,57
5120619,42,276,102,420
5120620,3,190,31,224
5120621,9,365,75,449
5120622,4,376,200,580
5120623,18,451,118,587
5120624,18,444,126,588
5120625,3,166,1436,1605
5120626,0,82,17,99
5120627,0,107,0,107
5120628,10,290,6,306
5120629,18,345,12,375
